1210,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""price"", ""range"", ""priceRangeVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""restaurant"", ""food"", ""fast food"", ""price"", ""range"", ""20-25"", ""area"", ""riverside"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]",agreeable,"let 's see what we can find on nameVariable . yeah , i see , it is familyFriendlyVariable near nearVariable and a foodVariable place in areaVariable with a price range of around priceRangeVariable , also nameVariable is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . yeah , i see , it is kid friendly near nearVariable and a fast food place in riverside with a price range of around £20-25 , also nameVariable is a restaurant , you see ?","you want to know more about nameVariable ? oh i see it is an foodVariable restaurant in areaVariable and priceRangeVariable priced , it is a eatTypeVariable , also it is near nearVariable , and it is n't somewhat familyFriendlyVariable , you see ?",,"[""let"", ""'s"", ""see"", ""what"", ""we"", ""can"", ""find"", ""on"", ""nameVariable"", ""."", ""yeah"", "","", ""i"", ""see"", "","", ""it"", ""is"", ""familyFriendlyVariable"", ""near"", ""nearVariable"", ""and"", ""a"", ""foodVariable"", ""place"", ""in"", ""areaVariable"", ""with"", ""a"", ""price"", ""range"", ""of"", ""around"", ""priceRangeVariable"", "","", ""also"", ""nameVariable"", ""is"", ""a"", ""eatTypeVariable"", "","", ""you"", ""see"", ""?""]","[""let"", ""'s"", ""see"", ""what"", ""we"", ""can"", ""find"", ""on"", ""nameVariable"", ""."", ""yeah"", "","", ""i"", ""see"", "","", ""it"", ""is"", ""kid"", ""friendly"", ""near"", ""nearVariable"", ""and"", ""a"", ""fast"", ""food"", ""place"", ""in"", ""riverside"", ""with"", ""a"", ""price"", ""range"", ""of"", ""around"", ""\u00a320-25"", "","", ""also"", ""nameVariable"", ""is"", ""a"", ""restaurant"", "","", ""you"", ""see"", ""?""]","[""you"", ""want"", ""to"", ""know"", ""more"", ""about"", ""nameVariable"", ""?"", ""oh"", ""i"", ""see"", ""it"", ""is"", ""an"", ""foodVariable"", ""restaurant"", ""in"", ""areaVariable"", ""and"", ""priceRangeVariable"", ""priced"", "","", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""also"", ""it"", ""is"", ""near"", ""nearVariable"", "","", ""and"", ""it"", ""is"", ""n't"", ""somewhat"", ""familyFriendlyVariable"", "","", ""you"", ""see"", ""?""]",[],agreeable
356,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""price"", ""range"", ""priceRangeVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""pub"", ""food"", ""japanese"", ""price"", ""range"", ""cheap"", ""area"", ""riverside"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]",disagreeable,"obviously , nameVariable is a foodVariable place , nameVariable is in areaVariable and it is priceRangeVariable near nearVariable . it 's a eatTypeVariable . it is damn familyFriendlyVariable .","obviously , nameVariable is a japanese place , nameVariable is in riverside and it is cheap near nearVariable . it 's a pub . it is damn family friendly .",damn priceRangeVariable priced nameVariable is this place is a foodVariable restaurant and it is a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it 's near nearVariable..,,"[""obviously"", "","", ""nameVariable"", ""is"", ""a"", ""foodVariable"", ""place"", "","", ""nameVariable"", ""is"", ""in"", ""areaVariable"", ""and"", ""it"", ""is"", ""priceRangeVariable"", ""near"", ""nearVariable"", ""."", ""it"", ""'s"", ""a"", ""eatTypeVariable"", ""."", ""it"", ""is"", ""damn"", ""familyFriendlyVariable"", "".""]","[""obviously"", "","", ""nameVariable"", ""is"", ""a"", ""japanese"", ""place"", "","", ""nameVariable"", ""is"", ""in"", ""riverside"", ""and"", ""it"", ""is"", ""cheap"", ""near"", ""nearVariable"", ""."", ""it"", ""'s"", ""a"", ""pub"", ""."", ""it"", ""is"", ""damn"", ""family"", ""friendly"", "".""]","[""damn"", ""priceRangeVariable"", ""priced"", ""nameVariable"", ""is"", ""this"", ""place"", ""is"", ""a"", ""foodVariable"", ""restaurant"", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", ""."", ""it"", ""is"", ""familyFriendlyVariable"", ""."", ""it"", ""is"", ""in"", ""areaVariable"", ""."", ""it"", ""'s"", ""near"", ""nearVariable..""]",[],disagreeable
135,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""customer"", ""rating"", ""customerRatingVariable"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""coffee shop"", ""customer"", ""rating"", ""low"", ""family"", ""friendly"", ""yes"", ""near"", ""nearVariable"", ""EOS_A""]",agreeable,"you want to know more about nameVariable ? right , yeah it is familyFriendlyVariable somewhat near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable , okay ?","you want to know more about nameVariable ? right , yeah it is kid friendly somewhat near nearVariable with a low rating and it is a coffee shop , okay ?","did you say nameVariable ? i see , ok it is familyFriendlyVariable near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , you know , alright ?",,"[""you"", ""want"", ""to"", ""know"", ""more"", ""about"", ""nameVariable"", ""?"", ""right"", "","", ""yeah"", ""it"", ""is"", ""familyFriendlyVariable"", ""somewhat"", ""near"", ""nearVariable"", ""with"", ""a"", ""customerRatingVariable"", ""rating"", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""okay"", ""?""]","[""you"", ""want"", ""to"", ""know"", ""more"", ""about"", ""nameVariable"", ""?"", ""right"", "","", ""yeah"", ""it"", ""is"", ""kid"", ""friendly"", ""somewhat"", ""near"", ""nearVariable"", ""with"", ""a"", ""low"", ""rating"", ""and"", ""it"", ""is"", ""a"", ""coffee"", ""shop"", "","", ""okay"", ""?""]","[""did"", ""you"", ""say"", ""nameVariable"", ""?"", ""i"", ""see"", "","", ""ok"", ""it"", ""is"", ""familyFriendlyVariable"", ""near"", ""nearVariable"", ""with"", ""a"", ""customerRatingVariable"", ""rating"", "","", ""also"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""you"", ""know"", "","", ""alright"", ""?""]",[],agreeable
245,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""price"", ""range"", ""priceRangeVariable"", ""customer"", ""rating"", ""customerRatingVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""restaurant"", ""food"", ""english"", ""price"", ""range"", ""cheap"", ""customer"", ""rating"", ""average"", ""area"", ""riverside"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",agreeable,"you want to know more about nameVariable ? oh ok nameVariable is a eatTypeVariable with an customerRatingVariable rating and it 's sort of near nearVariable in areaVariable . it is familyFriendlyVariable , also it is priceRangeVariable and an foodVariable eatTypeVariable , alright ?","you want to know more about nameVariable ? oh ok nameVariable is a restaurant with an average rating and it 's sort of near nearVariable in riverside . it is n't kid friendly , also it is cheap and an english restaurant , alright ?","let 's see what we can find on nameVariable . it is a foodVariable restaurant near nearVariable , it is a eatTypeVariable , also it is in areaVariable , also it is somewhat familyFriendlyVariable , also it has a customerRatingVariable rating , also it is somewhat priceRangeVariable , you see ?",,"[""you"", ""want"", ""to"", ""know"", ""more"", ""about"", ""nameVariable"", ""?"", ""oh"", ""ok"", ""nameVariable"", ""is"", ""a"", ""eatTypeVariable"", ""with"", ""an"", ""customerRatingVariable"", ""rating"", ""and"", ""it"", ""'s"", ""sort"", ""of"", ""near"", ""nearVariable"", ""in"", ""areaVariable"", ""."", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""is"", ""priceRangeVariable"", ""and"", ""an"", ""foodVariable"", ""eatTypeVariable"", "","", ""alright"", ""?""]","[""you"", ""want"", ""to"", ""know"", ""more"", ""about"", ""nameVariable"", ""?"", ""oh"", ""ok"", ""nameVariable"", ""is"", ""a"", ""restaurant"", ""with"", ""an"", ""average"", ""rating"", ""and"", ""it"", ""'s"", ""sort"", ""of"", ""near"", ""nearVariable"", ""in"", ""riverside"", ""."", ""it"", ""is"", ""n't"", ""kid"", ""friendly"", "","", ""also"", ""it"", ""is"", ""cheap"", ""and"", ""an"", ""english"", ""restaurant"", "","", ""alright"", ""?""]","[""let"", ""'s"", ""see"", ""what"", ""we"", ""can"", ""find"", ""on"", ""nameVariable"", ""."", ""it"", ""is"", ""a"", ""foodVariable"", ""restaurant"", ""near"", ""nearVariable"", "","", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""also"", ""it"", ""is"", ""in"", ""areaVariable"", "","", ""also"", ""it"", ""is"", ""somewhat"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""has"", ""a"", ""customerRatingVariable"", ""rating"", "","", ""also"", ""it"", ""is"", ""somewhat"", ""priceRangeVariable"", "","", ""you"", ""see"", ""?""]",[],agreeable
584,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""restaurant"", ""food"", ""indian"", ""area"", ""riverside"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",extravert,"nameVariable is an foodVariable place , also it is familyFriendlyVariable , also it 's near nearVariable , it is in areaVariable , you know and it is a eatTypeVariable .","nameVariable is an indian place , also it is n't family friendly , also it 's near nearVariable , it is in riverside , you know and it is a restaurant .","nameVariable is an foodVariable place , you know , it is a eatTypeVariable , it is familyFriendlyVariable and it 's in areaVariable near nearVariable .",,"[""nameVariable"", ""is"", ""an"", ""foodVariable"", ""place"", "","", ""also"", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""it"", ""is"", ""in"", ""areaVariable"", "","", ""you"", ""know"", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "".""]","[""nameVariable"", ""is"", ""an"", ""indian"", ""place"", "","", ""also"", ""it"", ""is"", ""n't"", ""family"", ""friendly"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""it"", ""is"", ""in"", ""riverside"", "","", ""you"", ""know"", ""and"", ""it"", ""is"", ""a"", ""restaurant"", "".""]","[""nameVariable"", ""is"", ""an"", ""foodVariable"", ""place"", "","", ""you"", ""know"", "","", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""it"", ""is"", ""familyFriendlyVariable"", ""and"", ""it"", ""'s"", ""in"", ""areaVariable"", ""near"", ""nearVariable"", "".""]",[],extravert
1095,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""price"", ""range"", ""priceRangeVariable"", ""customer"", ""rating"", ""customerRatingVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""pub"", ""food"", ""italian"", ""price"", ""range"", ""moderate"", ""customer"", ""rating"", ""mediocre"", ""area"", ""city centre"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",agreeable,"let 's see what we can find on nameVariable . i see , ok it is near nearVariable priceRangeVariable priced in areaVariable and an foodVariable restaurant , also it has a quite customerRatingVariable rating , and it is a eatTypeVariable , also it is familyFriendlyVariable , you see ?","let 's see what we can find on nameVariable . i see , ok it is near nearVariable moderately priced in city centre and an italian restaurant , also it has a quite mediocre rating , and it is a pub , also it is n't kid friendly , you see ?","did you say nameVariable ? i see , yeah it is an foodVariable restaurant and priceRangeVariable and familyFriendlyVariable , it is a eatTypeVariable , it is near nearVariable , also it is a eatTypeVariable , and it has a quite customerRatingVariable rating , okay ?",,"[""let"", ""'s"", ""see"", ""what"", ""we"", ""can"", ""find"", ""on"", ""nameVariable"", ""."", ""i"", ""see"", "","", ""ok"", ""it"", ""is"", ""near"", ""nearVariable"", ""priceRangeVariable"", ""priced"", ""in"", ""areaVariable"", ""and"", ""an"", ""foodVariable"", ""restaurant"", "","", ""also"", ""it"", ""has"", ""a"", ""quite"", ""customerRatingVariable"", ""rating"", "","", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""also"", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""you"", ""see"", ""?""]","[""let"", ""'s"", ""see"", ""what"", ""we"", ""can"", ""find"", ""on"", ""nameVariable"", ""."", ""i"", ""see"", "","", ""ok"", ""it"", ""is"", ""near"", ""nearVariable"", ""moderately"", ""priced"", ""in"", ""city"", ""centre"", ""and"", ""an"", ""italian"", ""restaurant"", "","", ""also"", ""it"", ""has"", ""a"", ""quite"", ""mediocre"", ""rating"", "","", ""and"", ""it"", ""is"", ""a"", ""pub"", "","", ""also"", ""it"", ""is"", ""n't"", ""kid"", ""friendly"", "","", ""you"", ""see"", ""?""]","[""did"", ""you"", ""say"", ""nameVariable"", ""?"", ""i"", ""see"", "","", ""yeah"", ""it"", ""is"", ""an"", ""foodVariable"", ""restaurant"", ""and"", ""priceRangeVariable"", ""and"", ""familyFriendlyVariable"", "","", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""it"", ""is"", ""near"", ""nearVariable"", "","", ""also"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""and"", ""it"", ""has"", ""a"", ""quite"", ""customerRatingVariable"", ""rating"", "","", ""okay"", ""?""]",[],agreeable
1384,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""price"", ""range"", ""priceRangeVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""restaurant"", ""food"", ""english"", ""price"", ""range"", ""moderate"", ""area"", ""riverside"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",extravert,"really priceRangeVariable priced and an foodVariable place nameVariable is it is a eatTypeVariable and it is familyFriendlyVariable , also it 's in areaVariable near nearVariable pal.. !","really moderately priced and an english place nameVariable is it is a restaurant and it is n't kid friendly , also it 's in riverside near nearVariable pal.. !","nameVariable is priceRangeVariable priced , you know , it 's familyFriendlyVariable , it 's a foodVariable place in areaVariable near nearVariable and it is a eatTypeVariable !",,"[""really"", ""priceRangeVariable"", ""priced"", ""and"", ""an"", ""foodVariable"", ""place"", ""nameVariable"", ""is"", ""it"", ""is"", ""a"", ""eatTypeVariable"", ""and"", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""'s"", ""in"", ""areaVariable"", ""near"", ""nearVariable"", ""pal.."", ""!""]","[""really"", ""moderately"", ""priced"", ""and"", ""an"", ""english"", ""place"", ""nameVariable"", ""is"", ""it"", ""is"", ""a"", ""restaurant"", ""and"", ""it"", ""is"", ""n't"", ""kid"", ""friendly"", "","", ""also"", ""it"", ""'s"", ""in"", ""riverside"", ""near"", ""nearVariable"", ""pal.."", ""!""]","[""nameVariable"", ""is"", ""priceRangeVariable"", ""priced"", "","", ""you"", ""know"", "","", ""it"", ""'s"", ""familyFriendlyVariable"", "","", ""it"", ""'s"", ""a"", ""foodVariable"", ""place"", ""in"", ""areaVariable"", ""near"", ""nearVariable"", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", ""!""]",[],extravert
1218,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""customer"", ""rating"", ""customerRatingVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""coffee shop"", ""customer"", ""rating"", ""excellent"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",unconscientiousness,"oh gosh err ... i am not sure . nameVariable is n't damn familyFriendlyVariable , also it 's near nearVariable , and it is a eatTypeVariable . it has a customerRatingVariable rating .","oh gosh err ... i am not sure . nameVariable is n't damn family friendly , also it 's near nearVariable , and it is a coffee shop . it has a excellent rating .","oh gosh i do n't know ! nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating , also it is familyFriendlyVariable , and it 's near nearVariable .",,"[""oh"", ""gosh"", ""err"", ""..."", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""n't"", ""damn"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", ""."", ""it"", ""has"", ""a"", ""customerRatingVariable"", ""rating"", "".""]","[""oh"", ""gosh"", ""err"", ""..."", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""n't"", ""damn"", ""family"", ""friendly"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""and"", ""it"", ""is"", ""a"", ""coffee"", ""shop"", ""."", ""it"", ""has"", ""a"", ""excellent"", ""rating"", "".""]","[""oh"", ""gosh"", ""i"", ""do"", ""n't"", ""know"", ""!"", ""nameVariable"", ""is"", ""a"", ""eatTypeVariable"", "","", ""also"", ""it"", ""has"", ""like"", "","", ""a"", ""customerRatingVariable"", ""rating"", "","", ""also"", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""and"", ""it"", ""'s"", ""near"", ""nearVariable"", "".""]",[],unconscientiousness
1078,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""customer"", ""rating"", ""customerRatingVariable"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""coffee shop"", ""customer"", ""rating"", ""low"", ""near"", ""nearVariable"", ""EOS_A""]",unconscientiousness,"oh god oh gosh i am not sure . nameVariable is near nearVariable , it has like , a customerRatingVariable rating , and it is a eatTypeVariable .","oh god oh gosh i am not sure . nameVariable is near nearVariable , it has like , a low rating , and it is a coffee shop .","oh gosh i mean , i am not sure . nameVariable is a eatTypeVariable with an customerRatingVariable rating , and it is kind of near nearVariable .",,"[""oh"", ""god"", ""oh"", ""gosh"", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""near"", ""nearVariable"", "","", ""it"", ""has"", ""like"", "","", ""a"", ""customerRatingVariable"", ""rating"", "","", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "".""]","[""oh"", ""god"", ""oh"", ""gosh"", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""near"", ""nearVariable"", "","", ""it"", ""has"", ""like"", "","", ""a"", ""low"", ""rating"", "","", ""and"", ""it"", ""is"", ""a"", ""coffee"", ""shop"", "".""]","[""oh"", ""gosh"", ""i"", ""mean"", "","", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""a"", ""eatTypeVariable"", ""with"", ""an"", ""customerRatingVariable"", ""rating"", "","", ""and"", ""it"", ""is"", ""kind"", ""of"", ""near"", ""nearVariable"", "".""]",[],unconscientiousness
3,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}","[""name"", ""nameVariable"", ""eat"", ""type"", ""eatTypeVariable"", ""food"", ""foodVariable"", ""area"", ""areaVariable"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]","[""name"", ""nameVariable"", ""eat"", ""type"", ""restaurant"", ""food"", ""fast food"", ""area"", ""city centre"", ""family"", ""friendly"", ""no"", ""near"", ""nearVariable"", ""EOS_A""]",unconscientiousness,"oh gosh oh god i am not sure . nameVariable is a foodVariable place in areaVariable and it is familyFriendlyVariable , also it 's near nearVariable , also it is a eatTypeVariable , buddy .","oh gosh oh god i am not sure . nameVariable is a fast food place in city centre and it is n't family friendly , also it 's near nearVariable , also it is a restaurant , buddy .","oh gosh yeah , nameVariable is a foodVariable place in areaVariable near nearVariable and damn familyFriendlyVariable and it is a eatTypeVariable .",,"[""oh"", ""gosh"", ""oh"", ""god"", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""a"", ""foodVariable"", ""place"", ""in"", ""areaVariable"", ""and"", ""it"", ""is"", ""familyFriendlyVariable"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""also"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "","", ""buddy"", "".""]","[""oh"", ""gosh"", ""oh"", ""god"", ""i"", ""am"", ""not"", ""sure"", ""."", ""nameVariable"", ""is"", ""a"", ""fast"", ""food"", ""place"", ""in"", ""city"", ""centre"", ""and"", ""it"", ""is"", ""n't"", ""family"", ""friendly"", "","", ""also"", ""it"", ""'s"", ""near"", ""nearVariable"", "","", ""also"", ""it"", ""is"", ""a"", ""restaurant"", "","", ""buddy"", "".""]","[""oh"", ""gosh"", ""yeah"", "","", ""nameVariable"", ""is"", ""a"", ""foodVariable"", ""place"", ""in"", ""areaVariable"", ""near"", ""nearVariable"", ""and"", ""damn"", ""familyFriendlyVariable"", ""and"", ""it"", ""is"", ""a"", ""eatTypeVariable"", "".""]",[],unconscientiousness
